1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.960784299999999591e-01,0.000000000000000000e+00,3.921570000000000090e-03
9.921568600000000293e-01,0.000000000000000000e+00,7.843140000000000181e-03
9.882352899999999885e-01,0.000000000000000000e+00,1.176470999999999940e-02
9.843137299999999978e-01,0.000000000000000000e+00,1.568626999999999869e-02
9.803921599999999570e-01,0.000000000000000000e+00,1.960784000000000138e-02
9.764705900000000272e-01,0.000000000000000000e+00,2.352941000000000060e-02
9.725490199999999863e-01,0.000000000000000000e+00,2.745097999999999983e-02
9.686274499999999454e-01,0.000000000000000000e+00,3.137254999999999905e-02
9.647058800000000156e-01,0.000000000000000000e+00,3.529411999999999827e-02
9.607843099999999747e-01,0.000000000000000000e+00,3.921568999999999749e-02
9.568627499999999841e-01,0.000000000000000000e+00,4.313725000000000198e-02
9.529411800000000543e-01,0.000000000000000000e+00,4.705882000000000120e-02
9.490196100000000135e-01,0.000000000000000000e+00,5.098039000000000043e-02
9.450980399999999726e-01,0.000000000000000000e+00,5.490195999999999965e-02
9.411764700000000428e-01,0.000000000000000000e+00,5.882352999999999887e-02
9.372549000000000019e-01,0.000000000000000000e+00,6.274509999999999810e-02
9.333333299999999610e-01,0.000000000000000000e+00,6.666666999999999732e-02
9.294117600000000312e-01,0.000000000000000000e+00,7.058823999999999654e-02
9.254902000000000406e-01,0.000000000000000000e+00,7.450980000000000103e-02
9.215686299999999997e-01,0.000000000000000000e+00,7.843137000000000025e-02
9.176470599999999589e-01,0.000000000000000000e+00,8.235293999999999948e-02
9.137254900000000291e-01,0.000000000000000000e+00,8.627450999999999870e-02
9.098039199999999882e-01,0.000000000000000000e+00,9.019607999999999792e-02
9.058823499999999473e-01,0.000000000000000000e+00,9.411764999999999715e-02
9.019607800000000175e-01,0.000000000000000000e+00,9.803921999999999637e-02
8.980392200000000269e-01,0.000000000000000000e+00,1.019607800000000009e-01
8.941176499999999860e-01,0.000000000000000000e+00,1.058823500000000001e-01
8.901960799999999452e-01,0.000000000000000000e+00,1.098039199999999993e-01
8.862745100000000154e-01,0.000000000000000000e+00,1.137254899999999985e-01
8.823529399999999745e-01,0.000000000000000000e+00,1.176470599999999977e-01
8.784313700000000447e-01,0.000000000000000000e+00,1.215686299999999970e-01
8.745098000000000038e-01,0.000000000000000000e+00,1.254901999999999962e-01
8.705882400000000132e-01,0.000000000000000000e+00,1.294117599999999868e-01
8.666666699999999723e-01,0.000000000000000000e+00,1.333333299999999999e-01
8.627451000000000425e-01,0.000000000000000000e+00,1.372549000000000130e-01
8.588235300000000016e-01,0.000000000000000000e+00,1.411764699999999984e-01
8.549019599999999608e-01,0.000000000000000000e+00,1.450980400000000115e-01
8.509803900000000310e-01,0.000000000000000000e+00,1.490196099999999968e-01
8.470588199999999901e-01,0.000000000000000000e+00,1.529411800000000099e-01
8.431372499999999492e-01,0.000000000000000000e+00,1.568627499999999952e-01
8.392156899999999586e-01,0.000000000000000000e+00,1.607843100000000136e-01
8.352941200000000288e-01,0.000000000000000000e+00,1.647058799999999990e-01
8.313725499999999879e-01,0.000000000000000000e+00,1.686274500000000121e-01
8.274509799999999471e-01,0.000000000000000000e+00,1.725490199999999974e-01
8.235294100000000173e-01,0.000000000000000000e+00,1.764705900000000105e-01
8.196078399999999764e-01,0.000000000000000000e+00,1.803921599999999958e-01
8.156862700000000466e-01,0.000000000000000000e+00,1.843137300000000089e-01
8.117647099999999449e-01,0.000000000000000000e+00,1.882352899999999996e-01
8.078431400000000151e-01,0.000000000000000000e+00,1.921568600000000127e-01
8.039215699999999742e-01,0.000000000000000000e+00,1.960784299999999980e-01
8.000000000000000444e-01,0.000000000000000000e+00,2.000000000000000111e-01
7.960784300000000036e-01,0.000000000000000000e+00,2.039215699999999964e-01
7.921568599999999627e-01,0.000000000000000000e+00,2.078431400000000095e-01
7.882352900000000329e-01,0.000000000000000000e+00,2.117647099999999949e-01
7.843137300000000423e-01,0.000000000000000000e+00,2.156862700000000133e-01
7.803921600000000014e-01,0.000000000000000000e+00,2.196078399999999986e-01
7.764705899999999605e-01,0.000000000000000000e+00,2.235294100000000117e-01
7.725490200000000307e-01,0.000000000000000000e+00,2.274509799999999970e-01
7.686274499999999898e-01,0.000000000000000000e+00,2.313725500000000102e-01
7.647058799999999490e-01,0.000000000000000000e+00,2.352941199999999955e-01
7.607843100000000192e-01,0.000000000000000000e+00,2.392156900000000086e-01
7.568627500000000285e-01,0.000000000000000000e+00,2.431372499999999992e-01
7.529411799999999877e-01,0.000000000000000000e+00,2.470588200000000123e-01
7.490196099999999468e-01,0.000000000000000000e+00,2.509803899999999977e-01
7.450980400000000170e-01,0.000000000000000000e+00,2.549019599999999830e-01
7.411764699999999761e-01,0.000000000000000000e+00,2.588235300000000239e-01
7.372549000000000463e-01,0.000000000000000000e+00,2.627451000000000092e-01
7.333333300000000055e-01,0.000000000000000000e+00,2.666666699999999945e-01
7.294117599999999646e-01,0.000000000000000000e+00,2.705882399999999799e-01
7.254901999999999740e-01,0.000000000000000000e+00,2.745098000000000260e-01
7.215686300000000442e-01,0.000000000000000000e+00,2.784313700000000114e-01
7.176470600000000033e-01,0.000000000000000000e+00,2.823529399999999967e-01
7.137254899999999624e-01,0.000000000000000000e+00,2.862745099999999820e-01
7.098039200000000326e-01,0.000000000000000000e+00,2.901960800000000229e-01
7.058823499999999918e-01,0.000000000000000000e+00,2.941176500000000082e-01
7.019607799999999509e-01,0.000000000000000000e+00,2.980392199999999936e-01
6.980392199999999603e-01,0.000000000000000000e+00,3.019607799999999842e-01
6.941176500000000305e-01,0.000000000000000000e+00,3.058823500000000251e-01
6.901960799999999896e-01,0.000000000000000000e+00,3.098039200000000104e-01
6.862745099999999487e-01,0.000000000000000000e+00,3.137254899999999957e-01
6.823529400000000189e-01,0.000000000000000000e+00,3.176470599999999811e-01
6.784313699999999780e-01,0.000000000000000000e+00,3.215686300000000220e-01
6.745098000000000482e-01,0.000000000000000000e+00,3.254902000000000073e-01
6.705882399999999466e-01,0.000000000000000000e+00,3.294117599999999979e-01
6.666666700000000167e-01,0.000000000000000000e+00,3.333333299999999833e-01
6.627450999999999759e-01,0.000000000000000000e+00,3.372549000000000241e-01
6.588235300000000461e-01,0.000000000000000000e+00,3.411764700000000095e-01
6.549019600000000052e-01,0.000000000000000000e+00,3.450980399999999948e-01
6.509803899999999643e-01,0.000000000000000000e+00,3.490196099999999801e-01
6.470588200000000345e-01,0.000000000000000000e+00,3.529411800000000210e-01
6.431372499999999937e-01,0.000000000000000000e+00,3.568627500000000063e-01
6.392156900000000030e-01,0.000000000000000000e+00,3.607843099999999970e-01
6.352941199999999622e-01,0.000000000000000000e+00,3.647058799999999823e-01
6.313725500000000324e-01,0.000000000000000000e+00,3.686274500000000232e-01
6.274509799999999915e-01,0.000000000000000000e+00,3.725490200000000085e-01
6.235294099999999506e-01,0.000000000000000000e+00,3.764705899999999938e-01
6.196078400000000208e-01,0.000000000000000000e+00,3.803921599999999792e-01
6.156862699999999800e-01,0.000000000000000000e+00,3.843137300000000200e-01
6.117647099999999893e-01,0.000000000000000000e+00,3.882352900000000107e-01
6.078431399999999485e-01,0.000000000000000000e+00,3.921568599999999960e-01
6.039215700000000187e-01,0.000000000000000000e+00,3.960784299999999813e-01
5.999999999999999778e-01,0.000000000000000000e+00,4.000000000000000222e-01
5.960784300000000480e-01,0.000000000000000000e+00,4.039215700000000075e-01
5.921568600000000071e-01,0.000000000000000000e+00,4.078431399999999929e-01
5.882352899999999662e-01,0.000000000000000000e+00,4.117647099999999782e-01
5.843137299999999756e-01,0.000000000000000000e+00,4.156862700000000244e-01
5.803921600000000458e-01,0.000000000000000000e+00,4.196078400000000097e-01
5.764705900000000049e-01,0.000000000000000000e+00,4.235294099999999951e-01
5.725490199999999641e-01,0.000000000000000000e+00,4.274509799999999804e-01
5.686274500000000343e-01,0.000000000000000000e+00,4.313725500000000213e-01
5.647058799999999934e-01,0.000000000000000000e+00,4.352941200000000066e-01
5.607843099999999525e-01,0.000000000000000000e+00,4.392156899999999919e-01
5.568627499999999619e-01,0.000000000000000000e+00,4.431372499999999826e-01
5.529411800000000321e-01,0.000000000000000000e+00,4.470588200000000234e-01
5.490196099999999912e-01,0.000000000000000000e+00,4.509803900000000088e-01
5.450980399999999504e-01,0.000000000000000000e+00,4.549019599999999941e-01
5.411764700000000206e-01,0.000000000000000000e+00,4.588235299999999794e-01
5.372548999999999797e-01,0.000000000000000000e+00,4.627451000000000203e-01
5.333333300000000499e-01,0.000000000000000000e+00,4.666666700000000056e-01
5.294117600000000090e-01,0.000000000000000000e+00,4.705882399999999910e-01
5.254902000000000184e-01,0.000000000000000000e+00,4.745097999999999816e-01
5.215686299999999775e-01,0.000000000000000000e+00,4.784313700000000225e-01
5.176470600000000477e-01,0.000000000000000000e+00,4.823529400000000078e-01
5.137254900000000069e-01,0.000000000000000000e+00,4.862745099999999931e-01
5.098039199999999660e-01,0.000000000000000000e+00,4.901960799999999785e-01
5.058823500000000362e-01,0.000000000000000000e+00,4.941176500000000194e-01
5.019607799999999953e-01,0.000000000000000000e+00,4.980392200000000047e-01
4.980392200000000047e-01,0.000000000000000000e+00,5.019607799999999953e-01
4.941176500000000194e-01,0.000000000000000000e+00,5.058823500000000362e-01
4.901960799999999785e-01,0.000000000000000000e+00,5.098039199999999660e-01
4.862745099999999931e-01,0.000000000000000000e+00,5.137254900000000069e-01
4.823529400000000078e-01,0.000000000000000000e+00,5.176470600000000477e-01
4.784313700000000225e-01,0.000000000000000000e+00,5.215686299999999775e-01
4.745097999999999816e-01,0.000000000000000000e+00,5.254902000000000184e-01
4.705882399999999910e-01,0.000000000000000000e+00,5.294117600000000090e-01
4.666666700000000056e-01,0.000000000000000000e+00,5.333333300000000499e-01
4.627451000000000203e-01,0.000000000000000000e+00,5.372548999999999797e-01
4.588235299999999794e-01,0.000000000000000000e+00,5.411764700000000206e-01
4.549019599999999941e-01,0.000000000000000000e+00,5.450980399999999504e-01
4.509803900000000088e-01,0.000000000000000000e+00,5.490196099999999912e-01
4.470588200000000234e-01,0.000000000000000000e+00,5.529411800000000321e-01
4.431372499999999826e-01,0.000000000000000000e+00,5.568627499999999619e-01
4.392156899999999919e-01,0.000000000000000000e+00,5.607843099999999525e-01
4.352941200000000066e-01,0.000000000000000000e+00,5.647058799999999934e-01
4.313725500000000213e-01,0.000000000000000000e+00,5.686274500000000343e-01
4.274509799999999804e-01,0.000000000000000000e+00,5.725490199999999641e-01
4.235294099999999951e-01,0.000000000000000000e+00,5.764705900000000049e-01
4.196078400000000097e-01,0.000000000000000000e+00,5.803921600000000458e-01
4.156862700000000244e-01,0.000000000000000000e+00,5.843137299999999756e-01
4.117647099999999782e-01,0.000000000000000000e+00,5.882352899999999662e-01
4.078431399999999929e-01,0.000000000000000000e+00,5.921568600000000071e-01
4.039215700000000075e-01,0.000000000000000000e+00,5.960784300000000480e-01
4.000000000000000222e-01,0.000000000000000000e+00,5.999999999999999778e-01
3.960784299999999813e-01,0.000000000000000000e+00,6.039215700000000187e-01
3.921568599999999960e-01,0.000000000000000000e+00,6.078431399999999485e-01
3.882352900000000107e-01,0.000000000000000000e+00,6.117647099999999893e-01
3.843137300000000200e-01,0.000000000000000000e+00,6.156862699999999800e-01
3.803921599999999792e-01,0.000000000000000000e+00,6.196078400000000208e-01
3.764705899999999938e-01,0.000000000000000000e+00,6.235294099999999506e-01
3.725490200000000085e-01,0.000000000000000000e+00,6.274509799999999915e-01
3.686274500000000232e-01,0.000000000000000000e+00,6.313725500000000324e-01
3.647058799999999823e-01,0.000000000000000000e+00,6.352941199999999622e-01
3.607843099999999970e-01,0.000000000000000000e+00,6.392156900000000030e-01
3.568627500000000063e-01,0.000000000000000000e+00,6.431372499999999937e-01
3.529411800000000210e-01,0.000000000000000000e+00,6.470588200000000345e-01
3.490196099999999801e-01,0.000000000000000000e+00,6.509803899999999643e-01
3.450980399999999948e-01,0.000000000000000000e+00,6.549019600000000052e-01
3.411764700000000095e-01,0.000000000000000000e+00,6.588235300000000461e-01
3.372549000000000241e-01,0.000000000000000000e+00,6.627450999999999759e-01
3.333333299999999833e-01,0.000000000000000000e+00,6.666666700000000167e-01
3.294117599999999979e-01,0.000000000000000000e+00,6.705882399999999466e-01
3.254902000000000073e-01,0.000000000000000000e+00,6.745098000000000482e-01
3.215686300000000220e-01,0.000000000000000000e+00,6.784313699999999780e-01
3.176470599999999811e-01,0.000000000000000000e+00,6.823529400000000189e-01
3.137254899999999957e-01,0.000000000000000000e+00,6.862745099999999487e-01
3.098039200000000104e-01,0.000000000000000000e+00,6.901960799999999896e-01
3.058823500000000251e-01,0.000000000000000000e+00,6.941176500000000305e-01
3.019607799999999842e-01,0.000000000000000000e+00,6.980392199999999603e-01
2.980392199999999936e-01,0.000000000000000000e+00,7.019607799999999509e-01
2.941176500000000082e-01,0.000000000000000000e+00,7.058823499999999918e-01
2.901960800000000229e-01,0.000000000000000000e+00,7.098039200000000326e-01
2.862745099999999820e-01,0.000000000000000000e+00,7.137254899999999624e-01
2.823529399999999967e-01,0.000000000000000000e+00,7.176470600000000033e-01
2.784313700000000114e-01,0.000000000000000000e+00,7.215686300000000442e-01
2.745098000000000260e-01,0.000000000000000000e+00,7.254901999999999740e-01
2.705882399999999799e-01,0.000000000000000000e+00,7.294117599999999646e-01
2.666666699999999945e-01,0.000000000000000000e+00,7.333333300000000055e-01
2.627451000000000092e-01,0.000000000000000000e+00,7.372549000000000463e-01
2.588235300000000239e-01,0.000000000000000000e+00,7.411764699999999761e-01
2.549019599999999830e-01,0.000000000000000000e+00,7.450980400000000170e-01
2.509803899999999977e-01,0.000000000000000000e+00,7.490196099999999468e-01
2.470588200000000123e-01,0.000000000000000000e+00,7.529411799999999877e-01
2.431372499999999992e-01,0.000000000000000000e+00,7.568627500000000285e-01
2.392156900000000086e-01,0.000000000000000000e+00,7.607843100000000192e-01
2.352941199999999955e-01,0.000000000000000000e+00,7.647058799999999490e-01
2.313725500000000102e-01,0.000000000000000000e+00,7.686274499999999898e-01
2.274509799999999970e-01,0.000000000000000000e+00,7.725490200000000307e-01
2.235294100000000117e-01,0.000000000000000000e+00,7.764705899999999605e-01
2.196078399999999986e-01,0.000000000000000000e+00,7.803921600000000014e-01
2.156862700000000133e-01,0.000000000000000000e+00,7.843137300000000423e-01
2.117647099999999949e-01,0.000000000000000000e+00,7.882352900000000329e-01
2.078431400000000095e-01,0.000000000000000000e+00,7.921568599999999627e-01
2.039215699999999964e-01,0.000000000000000000e+00,7.960784300000000036e-01
2.000000000000000111e-01,0.000000000000000000e+00,8.000000000000000444e-01
1.960784299999999980e-01,0.000000000000000000e+00,8.039215699999999742e-01
1.921568600000000127e-01,0.000000000000000000e+00,8.078431400000000151e-01
1.882352899999999996e-01,0.000000000000000000e+00,8.117647099999999449e-01
1.843137300000000089e-01,0.000000000000000000e+00,8.156862700000000466e-01
1.803921599999999958e-01,0.000000000000000000e+00,8.196078399999999764e-01
1.764705900000000105e-01,0.000000000000000000e+00,8.235294100000000173e-01
1.725490199999999974e-01,0.000000000000000000e+00,8.274509799999999471e-01
1.686274500000000121e-01,0.000000000000000000e+00,8.313725499999999879e-01
1.647058799999999990e-01,0.000000000000000000e+00,8.352941200000000288e-01
1.607843100000000136e-01,0.000000000000000000e+00,8.392156899999999586e-01
1.568627499999999952e-01,0.000000000000000000e+00,8.431372499999999492e-01
1.529411800000000099e-01,0.000000000000000000e+00,8.470588199999999901e-01
1.490196099999999968e-01,0.000000000000000000e+00,8.509803900000000310e-01
1.450980400000000115e-01,0.000000000000000000e+00,8.549019599999999608e-01
1.411764699999999984e-01,0.000000000000000000e+00,8.588235300000000016e-01
1.372549000000000130e-01,0.000000000000000000e+00,8.627451000000000425e-01
1.333333299999999999e-01,0.000000000000000000e+00,8.666666699999999723e-01
1.294117599999999868e-01,0.000000000000000000e+00,8.705882400000000132e-01
1.254901999999999962e-01,0.000000000000000000e+00,8.745098000000000038e-01
1.215686299999999970e-01,0.000000000000000000e+00,8.784313700000000447e-01
1.176470599999999977e-01,0.000000000000000000e+00,8.823529399999999745e-01
1.137254899999999985e-01,0.000000000000000000e+00,8.862745100000000154e-01
1.098039199999999993e-01,0.000000000000000000e+00,8.901960799999999452e-01
1.058823500000000001e-01,0.000000000000000000e+00,8.941176499999999860e-01
1.019607800000000009e-01,0.000000000000000000e+00,8.980392200000000269e-01
9.803921999999999637e-02,0.000000000000000000e+00,9.019607800000000175e-01
9.411764999999999715e-02,0.000000000000000000e+00,9.058823499999999473e-01
9.019607999999999792e-02,0.000000000000000000e+00,9.098039199999999882e-01
8.627450999999999870e-02,0.000000000000000000e+00,9.137254900000000291e-01
8.235293999999999948e-02,0.000000000000000000e+00,9.176470599999999589e-01
7.843137000000000025e-02,0.000000000000000000e+00,9.215686299999999997e-01
7.450980000000000103e-02,0.000000000000000000e+00,9.254902000000000406e-01
7.058823999999999654e-02,0.000000000000000000e+00,9.294117600000000312e-01
6.666666999999999732e-02,0.000000000000000000e+00,9.333333299999999610e-01
6.274509999999999810e-02,0.000000000000000000e+00,9.372549000000000019e-01
5.882352999999999887e-02,0.000000000000000000e+00,9.411764700000000428e-01
5.490195999999999965e-02,0.000000000000000000e+00,9.450980399999999726e-01
5.098039000000000043e-02,0.000000000000000000e+00,9.490196100000000135e-01
4.705882000000000120e-02,0.000000000000000000e+00,9.529411800000000543e-01
4.313725000000000198e-02,0.000000000000000000e+00,9.568627499999999841e-01
3.921568999999999749e-02,0.000000000000000000e+00,9.607843099999999747e-01
3.529411999999999827e-02,0.000000000000000000e+00,9.647058800000000156e-01
3.137254999999999905e-02,0.000000000000000000e+00,9.686274499999999454e-01
2.745097999999999983e-02,0.000000000000000000e+00,9.725490199999999863e-01
2.352941000000000060e-02,0.000000000000000000e+00,9.764705900000000272e-01
1.960784000000000138e-02,0.000000000000000000e+00,9.803921599999999570e-01
1.568626999999999869e-02,0.000000000000000000e+00,9.843137299999999978e-01
1.176470999999999940e-02,0.000000000000000000e+00,9.882352899999999885e-01
7.843140000000000181e-03,0.000000000000000000e+00,9.921568600000000293e-01
3.921570000000000090e-03,0.000000000000000000e+00,9.960784299999999591e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
